,transaction_id,transaction_created_at,user_id,currency,amount,is_gift
44,3823703,2021-05-20 10:10:40,12272769,RUB,25280.0,False
45,3824090,2021-05-20 11:45:42,12268935,RUB,127360.0,False
46,3824521,2021-05-20 13:09:25,12274700,RUB,5.0,False
47,3825303,2021-05-20 16:14:09,12262508,RUB,29760.0,False
48,3825319,2021-05-20 16:18:21,12249053,RUB,26560.0,False
49,3825958,2021-05-20 18:12:18,12249053,RUB,26560.0,False
50,3826098,2021-05-20 18:40:03,12266692,RUB,16480.0,False
51,3826473,2021-05-20 19:38:00,12278021,RUB,38910.0,False
52,3826502,2021-05-20 19:42:27,12270440,EUR,206.4,False
53,3826520,2021-05-20 19:44:33,12265100,RUB,5160.0,False
54,3826646,2021-05-20 20:03:05,12270997,RUB,16430.0,False
55,3826685,2021-05-20 20:10:17,12257742,USD,119.2,False
56,3827060,2021-05-20 21:15:20,12278944,RUB,390.0,False
57,3827267,2021-05-20 22:04:03,12260922,RUB,24880.0,False
58,3827587,2021-05-21 00:42:25,12279965,USD,119.2,False
59,3827680,2021-05-21 03:18:43,12280081,RUB,11040.0,False
60,3828380,2021-05-21 10:44:23,12272983,RUB,3160.0,False
61,3828606,2021-05-21 11:37:12,12282347,RUB,16960.0,False
62,3829122,2021-05-21 13:24:54,12277441,RUB,9040.0,False
63,3829169,2021-05-21 13:36:48,12279234,RUB,15440.0,False
64,3829294,2021-05-21 14:03:19,12258331,EUR,111.2,False
65,3829809,2021-05-21 15:51:58,12276446,RUB,10240.0,False
66,3830486,2021-05-21 18:03:38,12283549,RUB,5960.0,False
67,3830736,2021-05-21 18:59:43,12251152,RUB,3160.0,False
68,3830803,2021-05-21 19:22:26,12262279,USD,63.6,False
69,3830843,2021-05-21 19:32:23,12283194,RUB,9040.0,False
70,3830888,2021-05-21 19:50:34,12249342,RUB,5970.0,False
71,3830925,2021-05-21 19:59:21,12249342,RUB,5970.0,False
72,3831018,2021-05-21 20:33:43,12274069,RUB,7360.0,False
73,3831053,2021-05-21 20:42:04,12277109,RUB,14360.0,False
74,3831068,2021-05-21 20:46:35,12284589,RUB,6380.0,False
75,3831689,2021-05-22 06:51:36,12248018,RUB,9510.0,False
76,3832229,2021-05-22 10:52:02,12268165,RUB,8960.0,False
77,3832484,2021-05-22 11:44:15,12252304,RUB,29760.0,False
78,3832596,2021-05-22 12:00:46,12284152,RUB,3160.0,False
79,3833002,2021-05-22 13:31:12,12268931,EUR,94.4,False
80,3833021,2021-05-22 13:37:49,12282803,RUB,18880.0,False
81,3833052,2021-05-22 13:49:03,12284245,RUB,11040.0,False
82,3833054,2021-05-22 13:49:22,12291323,RUB,4980.0,False
83,3833089,2021-05-22 13:56:55,12290055,RUB,26880.0,False
84,3833224,2021-05-22 14:42:05,12290938,RUB,8240.0,False
85,3833447,2021-05-22 16:00:01,12242178,RUB,6145.0,False
86,3833535,2021-05-22 16:31:05,12264620,RUB,15440.0,False
87,3834394,2021-05-22 22:32:50,12286875,RUB,19040.0,False
88,3834435,2021-05-22 23:06:20,12294132,RUB,29760.0,False
89,3834544,2021-05-23 01:28:01,12282687,RUB,3360.0,False
90,3835283,2021-05-23 11:34:21,12287927,RUB,7980.0,False
91,3835573,2021-05-23 12:41:53,12274014,RUB,11120.0,False
92,3835855,2021-05-23 13:53:24,12282419,RUB,5960.0,False
93,3835906,2021-05-23 14:08:18,12297357,RUB,1990.0,False
94,3835947,2021-05-23 14:17:26,12290919,RUB,990.0,False
95,3836070,2021-05-23 14:47:09,12285190,RUB,14080.0,False
96,3836619,2021-05-23 17:41:45,12292804,RUB,34560.0,False
97,3836752,2021-05-23 18:15:12,12264645,RUB,26560.0,False
98,3836765,2021-05-23 18:19:22,12297914,GBP,180.0,False
99,3837155,2021-05-23 20:19:13,12297563,RUB,15440.0,False
100,3837157,2021-05-23 20:19:28,12264715,RUB,29760.0,False
101,3837787,2021-05-24 02:11:05,12299062,RUB,50560.0,False
102,3838307,2021-05-24 10:02:49,12286455,RUB,6320.0,False
103,3838498,2021-05-24 10:42:56,12292293,RUB,3160.0,False
104,3839194,2021-05-24 13:05:03,12304587,RUB,19040.0,False
105,3840120,2021-05-24 16:09:06,12268819,RUB,5960.0,False
106,3840142,2021-05-24 16:13:13,12275549,RUB,25280.0,False
107,3840171,2021-05-24 16:17:00,12306517,USD,222.4,False
108,3840440,2021-05-24 17:00:01,12304761,RUB,9040.0,False
109,3840855,2021-05-24 18:15:32,12306556,RUB,5360.0,False
110,3840916,2021-05-24 18:33:53,12273141,RUB,26560.0,False
111,3841103,2021-05-24 19:09:05,12248279,USD,222.4,False
112,3841311,2021-05-24 19:46:10,12271375,USD,110.4,False
113,3841434,2021-05-24 20:11:32,12292366,RUB,8040.0,False
114,3841550,2021-05-24 20:43:35,12266531,RUB,14880.0,False
115,3841697,2021-05-24 21:04:59,12302255,EUR,156.8,False
116,3841733,2021-05-24 21:09:39,12290690,RUB,9280.0,False
117,3842967,2021-05-25 10:03:34,12274981,RUB,14880.0,False
118,3843284,2021-05-25 11:11:00,12275420,EUR,111.2,False
119,3843717,2021-05-25 12:26:20,12302542,RUB,6320.0,False
120,3843789,2021-05-25 12:44:06,12275302,RUB,80000.0,False
121,3843832,2021-05-25 12:50:41,12282829,RUB,4720.0,False
122,3844606,2021-05-25 15:29:33,12306546,RUB,25280.0,False
123,3844685,2021-05-25 15:45:42,12307405,RUB,14080.0,False
124,3844770,2021-05-25 16:01:18,12315745,USD,119.2,False
125,3844997,2021-05-25 16:41:09,12273928,RUB,25280.0,False
126,3845066,2021-05-25 16:54:05,12312189,RUB,16430.0,False
127,3845324,2021-05-25 17:42:20,12287924,RUB,11120.0,False
128,3845343,2021-05-25 17:45:44,12252455,RUB,6320.0,False
129,3845368,2021-05-25 17:51:37,12287924,RUB,11120.0,False
130,3845514,2021-05-25 18:13:29,12308986,RUB,43680.0,False
131,3845567,2021-05-25 18:22:48,12282199,RUB,8520.0,False
132,3845873,2021-05-25 19:22:48,12273822,RUB,3960.0,False
133,3846090,2021-05-25 20:02:21,12299923,RUB,10240.0,False
134,3846350,2021-05-25 20:43:44,12308390,RUB,29900.0,False
135,3846456,2021-05-25 20:54:59,12308390,RUB,29900.0,False
136,3846540,2021-05-25 21:06:12,12318390,RUB,9280.0,False
137,3846551,2021-05-25 21:09:04,12317366,RUB,5970.0,False
138,3846641,2021-05-25 21:22:54,12284809,RUB,3920.0,False
139,3847124,2021-05-25 23:32:59,12279765,RUB,3160.0,False
140,3847262,2021-05-26 01:24:36,12319822,RUB,10560.0,True
141,3847781,2021-05-26 09:43:52,12319074,RUB,12640.0,False
142,3848051,2021-05-26 10:49:47,12253403,RUB,50160.0,False
143,3848175,2021-05-26 11:09:44,12299964,EUR,156.8,False
144,3848504,2021-05-26 12:26:22,12305853,RUB,26880.0,False
145,3848628,2021-05-26 13:00:06,12313937,RUB,4920.0,False
146,3848663,2021-05-26 13:09:57,12313954,RUB,14880.0,False
147,3848873,2021-05-26 13:51:43,12316822,RUB,8520.0,False
148,3849087,2021-05-26 14:39:46,12324314,EUR,31.6,False
149,3849247,2021-05-26 15:03:10,12303882,RUB,14720.0,False
150,3849336,2021-05-26 15:23:32,12324673,RUB,20185.0,False
151,3849510,2021-05-26 15:49:29,12322603,RUB,4947.0,False
152,3849556,2021-05-26 15:53:19,12290514,EUR,156.8,False
153,3849749,2021-05-26 16:42:11,12312882,RUB,14880.0,False
154,3849771,2021-05-26 16:46:16,12325354,RUB,80000.0,False
155,3849859,2021-05-26 17:08:20,12316396,RUB,7760.0,False
156,3849892,2021-05-26 17:14:44,12325511,RUB,92800.0,False
157,3849968,2021-05-26 17:31:19,12258027,RUB,5920.0,False
158,3850273,2021-05-26 18:29:47,12262186,EUR,94.4,False
159,3850278,2021-05-26 18:30:10,12262186,EUR,94.4,False
160,3850359,2021-05-26 18:47:41,12262186,EUR,94.4,False
161,3850779,2021-05-26 19:49:52,12312835,RUB,50560.0,False
162,3850959,2021-05-26 20:12:11,12313487,RUB,14880.0,False
163,3851305,2021-05-26 21:06:22,12322251,RUB,14360.0,False
164,3851734,2021-05-26 22:35:04,12318497,RUB,20480.0,False
165,3851855,2021-05-26 23:13:43,12303551,RUB,9040.0,False
166,3852171,2021-05-27 05:56:41,12328810,RUB,14880.0,False
167,3852452,2021-05-27 08:54:40,12282037,RUB,9510.0,False
168,3807671,2021-05-16 11:32:27,12241501,RUB,24880.0,False
169,3809508,2021-05-16 21:43:29,12242070,RUB,9510.0,False
170,3811404,2021-05-17 13:28:51,12251278,RUB,1990.0,False
171,3811771,2021-05-17 14:52:04,12251912,RUB,6320.0,False
172,3812026,2021-05-17 15:36:55,12252521,RUB,80000.0,False
173,3812269,2021-05-17 16:34:35,12246923,RUB,80990.0,False
174,3852594,2021-05-27 09:45:54,12323749,RUB,14080.0,False
175,3853320,2021-05-27 12:11:12,12329787,RUB,4980.0,False
176,3853498,2021-05-27 12:46:01,12331222,RUB,16960.0,False
177,3854179,2021-05-27 15:04:18,12329782,RUB,10180.0,False
178,3854194,2021-05-27 15:07:44,12329782,RUB,10180.0,False
179,3854376,2021-05-27 15:51:37,12330739,RUB,8520.0,False
180,3854671,2021-05-27 17:05:19,12332737,RUB,36480.0,False
181,3854678,2021-05-27 17:05:57,12330919,RUB,14880.0,False
182,3855101,2021-05-27 18:17:41,12315458,RUB,11920.0,False
183,3855234,2021-05-27 18:42:30,12324381,RUB,29760.0,False
184,3855475,2021-05-27 19:23:06,12321578,RUB,2990.0,False
185,3855669,2021-05-27 20:01:12,12306244,RUB,9040.0,False
186,3855710,2021-05-27 20:06:06,12306244,RUB,9040.0,False
187,3855745,2021-05-27 20:12:52,12330185,RUB,16480.0,False
188,3855795,2021-05-27 20:23:34,12323504,RUB,3160.0,False
189,3855932,2021-05-27 20:48:51,12317830,RUB,29760.0,False
190,3814087,2021-05-17 22:41:39,12255124,RUB,390.0,False
191,3814470,2021-05-18 06:43:05,12246359,RUB,48320.0,False
192,3816177,2021-05-18 14:19:12,12258416,RUB,12640.0,False
193,3816707,2021-05-18 16:15:13,12257863,RUB,34880.0,False
194,3855994,2021-05-27 20:59:42,12308823,RUB,5360.0,False
195,3856415,2021-05-27 22:33:14,12309379,USD,222.4,False
196,3856432,2021-05-27 22:36:37,12322700,RUB,8240.0,False
197,3856460,2021-05-27 22:42:31,12327831,RUB,3160.0,False
198,3856463,2021-05-27 22:43:33,12327831,RUB,3160.0,False
199,3856677,2021-05-28 00:12:24,12296333,USD,63.6,False
200,3856682,2021-05-28 00:18:06,12335861,RUB,5360.0,False
201,3856779,2021-05-28 03:12:37,12280069,USD,119.2,False
202,3856839,2021-05-28 07:05:13,12336813,RUB,48320.0,False
203,3856851,2021-05-28 07:17:59,12336842,RUB,4980.0,False
204,3856994,2021-05-28 08:50:40,12319007,RUB,14080.0,False
205,3857459,2021-05-28 10:45:01,12322428,RUB,3920.0,False
206,3816802,2021-05-18 16:41:34,12251922,RUB,5920.0,False
207,3817681,2021-05-18 19:19:55,12260944,RUB,50560.0,False
208,3818243,2021-05-18 20:55:35,12248678,RUB,6320.0,False
209,3818307,2021-05-18 21:10:55,12259347,RUB,14080.0,False
210,3818315,2021-05-18 21:12:16,12258177,RUB,24880.0,False
211,3819444,2021-05-19 10:03:56,12244234,RUB,26560.0,False
212,3819592,2021-05-19 10:49:40,12264677,RUB,5490.0,False
213,3857740,2021-05-28 11:31:04,12315363,RUB,12640.0,False
214,3857812,2021-05-28 11:51:03,12338788,RUB,16960.0,False
215,3858136,2021-05-28 12:57:19,12339397,EUR,55.2,False
216,3858212,2021-05-28 13:15:59,12339558,EUR,31.6,False
217,3858449,2021-05-28 14:05:40,12333117,EUR,111.2,False
218,3858585,2021-05-28 14:39:47,12334316,RUB,14360.0,False
219,3819835,2021-05-19 11:50:30,12259080,RUB,8520.0,False
220,3820307,2021-05-19 13:36:49,12263164,RUB,79680.0,False
221,3820430,2021-05-19 13:55:18,12250057,RUB,4947.0,False
222,3820483,2021-05-19 14:03:21,12264461,RUB,3920.0,False
223,3820800,2021-05-19 15:12:06,12260244,RUB,3160.0,False
224,3821036,2021-05-19 16:00:14,12251994,RUB,3920.0,False
225,3821089,2021-05-19 16:12:13,12249563,RUB,3160.0,False
226,3821141,2021-05-19 16:20:52,12261751,RUB,20185.0,False
227,3821521,2021-05-19 17:45:19,12266492,RUB,28670.0,False
228,3821645,2021-05-19 18:03:16,12252635,RUB,36480.0,False
229,3822004,2021-05-19 19:12:37,12259724,RUB,14880.0,False
230,3822146,2021-05-19 19:45:23,12242899,USD,110.4,False
231,3858607,2021-05-28 14:46:54,12339929,RUB,7980.0,False
232,3858624,2021-05-28 14:51:42,12314704,RUB,5360.0,False
233,3858719,2021-05-28 15:20:52,12305706,EUR,206.4,False
234,3858764,2021-05-28 15:34:20,12330364,RUB,4920.0,False
235,3859042,2021-05-28 16:42:41,12321897,RUB,58880.0,False
236,3859103,2021-05-28 17:04:05,12325858,RUB,7120.0,False
237,3859646,2021-05-28 19:15:19,12334555,RUB,8520.0,False
238,3859704,2021-05-28 19:38:53,12284627,RUB,12640.0,False
239,3860251,2021-05-28 22:24:32,12340780,RUB,3920.0,False
240,3860840,2021-05-29 10:06:58,12324263,RUB,3160.0,False
241,3860966,2021-05-29 10:45:13,12302916,RUB,3960.0,False
242,3861181,2021-05-29 11:45:22,12277502,RUB,14080.0,False
243,3861345,2021-05-29 12:24:12,12330139,RUB,3920.0,False
244,3861483,2021-05-29 12:57:12,12339411,RUB,14080.0,False
245,3861635,2021-05-29 13:37:06,12316416,RUB,26560.0,False
246,3861641,2021-05-29 13:38:33,12246635,RUB,4920.0,False
247,3861844,2021-05-29 14:29:55,12326508,RUB,44160.0,False
248,3861962,2021-05-29 15:04:40,12330941,RUB,26560.0,False
249,3862184,2021-05-29 16:02:19,12334077,RUB,79680.0,False
250,3862522,2021-05-29 18:17:57,12337279,RUB,8240.0,False
251,3862573,2021-05-29 18:37:03,12347547,RUB,9280.0,False
252,3862589,2021-05-29 18:42:34,12342097,RUB,31710.0,False
253,3822445,2021-05-19 20:33:20,12266804,RUB,15440.0,False
254,3822643,2021-05-19 21:17:11,12265493,RUB,5970.0,False
255,3822832,2021-05-19 21:59:51,12259545,RUB,16960.0,False
256,3822851,2021-05-19 22:04:45,12265829,RUB,4980.0,False
257,3822929,2021-05-19 22:41:15,12265120,RUB,15440.0,False
258,3822944,2021-05-19 22:44:40,12270739,RUB,1990.0,False
259,3824673,2021-05-20 13:46:08,12266003,RUB,9510.0,False
260,3824754,2021-05-20 14:08:13,12274462,RUB,28670.0,False
261,3824768,2021-05-20 14:09:55,12274462,RUB,28670.0,False
262,3824927,2021-05-20 14:46:30,12271780,RUB,43680.0,False
263,3824933,2021-05-20 14:47:19,12269009,RUB,33600.0,False
264,3825227,2021-05-20 15:58:07,12272160,RUB,5960.0,False
265,3825791,2021-05-20 17:42:17,12267132,RUB,4920.0,False
266,3826121,2021-05-20 18:44:38,12265799,RUB,7360.0,False
267,3862595,2021-05-29 18:43:48,12331367,RUB,14080.0,False
268,3862717,2021-05-29 19:28:19,12339519,EUR,55.2,False
269,3862734,2021-05-29 19:37:11,12326067,RUB,4980.0,False
270,3862908,2021-05-29 20:59:14,12347878,RUB,3160.0,False
271,3863078,2021-05-29 22:17:28,12348978,USD,35.6,False
272,3863269,2021-05-30 04:31:49,12349697,RUB,89900.0,False
273,3863321,2021-05-30 08:09:37,12284482,RUB,44160.0,False
274,3863690,2021-05-30 10:53:44,12322959,RUB,4920.0,False
275,3863715,2021-05-30 10:57:18,12300048,RUB,5920.0,False
276,3864001,2021-05-30 12:09:55,12244475,EUR,206.4,False
277,3864076,2021-05-30 12:31:25,12346819,RUB,9510.0,False
278,3864200,2021-05-30 13:04:11,12351473,RUB,1990.0,False
279,3864392,2021-05-30 13:50:38,12340563,EUR,55.2,False
280,3864464,2021-05-30 14:09:28,12337623,RUB,5920.0,False
281,3864564,2021-05-30 14:35:40,12309293,RUB,26560.0,False
282,3864616,2021-05-30 14:42:59,12351562,RUB,43680.0,False
283,3864883,2021-05-30 15:59:15,12320349,RUB,6320.0,False
284,3864997,2021-05-30 16:40:23,12351599,RUB,2990.0,False
285,3826432,2021-05-20 19:32:13,12265998,RUB,14880.0,False
286,3826681,2021-05-20 20:10:15,12257742,USD,119.2,False
287,3826707,2021-05-20 20:15:30,12265074,RUB,7980.0,False
288,3826744,2021-05-20 20:22:44,12265979,RUB,5960.0,False
289,3826808,2021-05-20 20:36:23,12266611,RUB,16430.0,False
290,3826825,2021-05-20 20:39:22,12259408,RUB,43680.0,False
291,3827235,2021-05-20 21:56:53,12260922,RUB,24880.0,False
292,3827993,2021-05-21 09:08:38,12275297,RUB,16480.0,False
293,3828867,2021-05-21 12:36:02,12259051,RUB,5970.0,False
294,3829113,2021-05-21 13:21:38,12283288,USD,222.4,False
295,3829443,2021-05-21 14:40:16,12274051,RUB,16480.0,False
296,3829623,2021-05-21 15:17:07,12261764,RUB,26560.0,False
297,3829663,2021-05-21 15:25:20,12262508,RUB,29760.0,False
298,3829719,2021-05-21 15:36:39,12257017,RUB,50560.0,False
299,3829780,2021-05-21 15:44:07,12273165,RUB,7760.0,False
300,3830051,2021-05-21 16:48:25,12267497,RUB,16960.0,False
301,3830255,2021-05-21 17:28:08,12253703,RUB,7980.0,False
302,3830378,2021-05-21 17:41:59,12285279,RUB,11120.0,False
303,3830423,2021-05-21 17:47:14,12268242,RUB,3920.0,False
304,3830601,2021-05-21 18:31:29,12255368,EUR,59.6,False
305,3865068,2021-05-30 17:03:42,12245072,RUB,50560.0,False
306,3865215,2021-05-30 18:02:48,12351741,RUB,24880.0,False
307,3865439,2021-05-30 19:14:59,12348577,RUB,5970.0,False
308,3865446,2021-05-30 19:18:14,12339292,RUB,9280.0,False
309,3865514,2021-05-30 19:49:37,12346585,RUB,7360.0,False
310,3865639,2021-05-30 20:30:23,12337543,RUB,14240.0,False
311,3865984,2021-05-30 22:18:41,12332850,RUB,5160.0,False
312,3866015,2021-05-30 22:25:55,12353687,RUB,26560.0,False
313,3866725,2021-05-31 09:39:22,12353147,RUB,3160.0,False
314,3867078,2021-05-31 10:48:13,12282434,RUB,14880.0,False
315,3867428,2021-05-31 11:57:01,12356215,RUB,9510.0,False
316,3867545,2021-05-31 12:19:20,12324957,RUB,11040.0,False
317,3867583,2021-05-31 12:27:20,12357174,RUB,15440.0,False
318,3867826,2021-05-31 13:04:33,12357608,RUB,20185.0,False
319,3867875,2021-05-31 13:10:57,12315436,RUB,12640.0,False
320,3867926,2021-05-31 13:21:51,12336248,EUR,94.4,False
321,3868375,2021-05-31 14:53:24,12358661,RUB,19040.0,False
322,3868988,2021-05-31 16:34:47,12310259,EUR,111.2,False
323,3869210,2021-05-31 17:16:41,12252437,RUB,6320.0,False
324,3869230,2021-05-31 17:19:36,12252437,RUB,3160.0,False
325,3869375,2021-05-31 17:48:56,12345852,RUB,5160.0,False
326,3830696,2021-05-21 18:51:30,12279235,RUB,5520.0,False
327,3830716,2021-05-21 18:57:10,12281193,RUB,8240.0,False
328,3830811,2021-05-21 19:23:34,12262279,USD,63.6,False
329,3830947,2021-05-21 20:05:50,12275232,RUB,14080.0,False
330,3831057,2021-05-21 20:42:43,12272836,RUB,5160.0,False
331,3831421,2021-05-21 22:40:07,12284937,EUR,94.4,False
332,3831438,2021-05-21 22:48:21,12287932,RUB,9040.0,True
333,3831847,2021-05-22 09:04:47,12267703,RUB,16430.0,False
334,3832051,2021-05-22 10:07:32,12276222,RUB,10240.0,False
335,3832096,2021-05-22 10:20:28,12273746,RUB,14080.0,False
336,3832879,2021-05-22 12:58:53,12275085,RUB,7980.0,False
337,3832929,2021-05-22 13:08:04,12274814,RUB,26880.0,False
338,3832934,2021-05-22 13:08:25,12260733,RUB,5160.0,False
339,3833038,2021-05-22 13:43:11,12273372,RUB,8960.0,False
340,3833046,2021-05-22 13:45:07,12290383,RUB,16480.0,False
341,3833103,2021-05-22 13:58:44,12282314,RUB,26560.0,False
342,3833720,2021-05-22 17:39:38,12289944,RUB,9040.0,False
343,3833723,2021-05-22 17:40:05,12289944,RUB,9040.0,False
344,3833845,2021-05-22 18:26:48,12260288,RUB,4920.0,False
345,3833865,2021-05-22 18:39:08,12268931,EUR,94.4,False
346,3834186,2021-05-22 20:43:26,12260986,RUB,80990.0,False
347,3834230,2021-05-22 21:00:25,12284081,RUB,10240.0,False
348,3834249,2021-05-22 21:04:02,12278613,EUR,111.2,False
349,3834548,2021-05-23 01:55:17,12294583,USD,222.4,False
350,3834567,2021-05-23 04:52:39,12294792,RUB,15440.0,False
351,3834595,2021-05-23 07:24:29,12295265,EUR,55.2,False
352,3834732,2021-05-23 09:11:35,12276687,RUB,5160.0,False
353,3834970,2021-05-23 10:35:55,12249310,RUB,6320.0,False
354,3835114,2021-05-23 11:04:51,12291248,RUB,24880.0,False
355,3835132,2021-05-23 11:07:18,12283323,RUB,26880.0,False
356,3835232,2021-05-23 11:23:56,12290642,RUB,43680.0,False
357,3835396,2021-05-23 11:58:44,12296600,RUB,1990.0,False
358,3835441,2021-05-23 12:07:56,12281596,RUB,11040.0,False
359,3835698,2021-05-23 13:11:50,12281700,RUB,18880.0,False
360,3869557,2021-05-31 18:16:59,12317456,RUB,80990.0,False
361,3869830,2021-05-31 18:54:39,12360484,RUB,16960.0,False
362,3869834,2021-05-31 18:55:03,12351184,RUB,3160.0,False
363,3869882,2021-05-31 19:01:11,12360543,RUB,5000.0,False
364,3870041,2021-05-31 19:29:29,12350767,RUB,14360.0,False
365,3870384,2021-05-31 20:12:20,12351662,RUB,14360.0,False
366,3870427,2021-05-31 20:17:01,12336931,RUB,43680.0,False
367,3835989,2021-05-23 14:29:47,12294109,RUB,26560.0,False
368,3836210,2021-05-23 15:39:24,12293022,RUB,3560.0,False
369,3836302,2021-05-23 16:08:07,12266435,RUB,14080.0,False
370,3836420,2021-05-23 16:47:22,12290663,RUB,34880.0,False
371,3836421,2021-05-23 16:47:31,12290710,RUB,44160.0,False
372,3836795,2021-05-23 18:29:52,12298733,RUB,9280.0,False
373,3837262,2021-05-23 20:56:24,12272578,RUB,4980.0,False
374,3870777,2021-05-31 21:18:50,12352612,EUR,94.4,False
375,3871619,2021-06-01 02:21:22,12270413,USD,412.8,False
376,3871640,2021-06-01 04:02:37,12288573,USD,119.2,False
377,3874951,2021-06-01 12:29:46,12251703,RUB,3160.0,False
378,3875085,2021-06-01 12:34:52,12361193,RUB,14360.0,False
379,3875437,2021-06-01 12:46:08,12331560,RUB,3660.0,False
380,3876076,2021-06-01 13:07:51,12296439,RUB,8520.0,False
381,3877019,2021-06-01 13:49:59,12361310,EUR,111.2,False
382,3877231,2021-06-01 14:26:54,12360940,RUB,49310.0,False
383,3877652,2021-06-01 15:42:27,12358761,RUB,24880.0,False
384,3878073,2021-06-01 16:55:11,12351862,RUB,29760.0,False
385,3878145,2021-06-01 17:10:26,12366651,RUB,14880.0,False
386,3878153,2021-06-01 17:11:47,12354260,RUB,8240.0,False
387,3878190,2021-06-01 17:18:07,12348395,RUB,127360.0,False
388,3878223,2021-06-01 17:24:22,12348395,RUB,127360.0,False
389,3878296,2021-06-01 17:41:13,12355412,RUB,35840.0,False
390,3837736,2021-05-24 00:23:58,12300609,RUB,16480.0,False
391,3837796,2021-05-24 03:10:19,12289933,EUR,59.6,False
392,3837919,2021-05-24 07:44:27,12267845,RUB,29760.0,False
393,3838535,2021-05-24 10:51:11,12303171,RUB,4980.0,False
394,3838628,2021-05-24 11:10:54,12262718,RUB,24880.0,False
395,3878407,2021-06-01 18:02:26,12367072,RUB,9510.0,False
396,3878468,2021-06-01 18:11:36,12364689,RUB,19040.0,False
397,3878584,2021-06-01 18:36:02,12357438,RUB,4920.0,False
398,3878689,2021-06-01 18:53:38,12334362,RUB,5920.0,False
399,3878905,2021-06-01 19:37:10,12368276,RUB,390.0,False
400,3879145,2021-06-01 20:15:58,12361266,RUB,7980.0,False
401,3879212,2021-06-01 20:30:10,12350752,RUB,8240.0,False
402,3879285,2021-06-01 20:43:56,12366035,RUB,5970.0,False
403,3879398,2021-06-01 21:07:35,12348917,RUB,14240.0,False
404,3880015,2021-06-02 04:07:25,12312157,USD,119.2,False
405,3880359,2021-06-02 09:42:43,12368309,RUB,11920.0,False
406,3880542,2021-06-02 10:25:24,12371506,USD,697.6,False
407,3880972,2021-06-02 12:17:11,12359921,RUB,14240.0,False
408,3881277,2021-06-02 13:42:54,12365070,RUB,5920.0,False
409,3881646,2021-06-02 15:20:44,12374199,RUB,9280.0,False
410,3881764,2021-06-02 15:50:47,12372658,RUB,5970.0,False
411,3881775,2021-06-02 15:52:21,12372118,RUB,5160.0,False
